field_id,catalog_version,field_name,page_name,section_name_en,section_name_fr,section_order,panel_name,panel_suffix,point_type,mitigation_phase,answer_type,is_mandatory,visible_if,option_count,max_points,text_en,text_fr,guidance_en,guidance_fr
100,1.0.0,impact11,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,dropdown,N,,4,4,The impacts that the decision could have on the health and well-being of individuals may be:,Les incidences de la décision sur la santé et le bien-être des personnes pourraient être les suivants :,,
101,1.0.0,impact12,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,,0,0,"Describe why the impacts resulting from the decision are as selected, including potential risks identified and mitigations in place.","Veuillez préciser les raisons pour lesquelles les incidences de la décision sont telles qu'elles ont été définies, de même que les risques recensés et les mesures d'atténuation mises en place.",,
102,1.0.0,impact13,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,dropdown,N,,4,4,The impacts that the decision could have on the economic interests of individuals may be:,Les incidences de la décision sur les intérêts économiques des personnes pourraient être les suivants :,,
103,1.0.0,impact14,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,,0,0,"Describe why the impacts resulting from the decision are as selected, including potential risks identified and mitigations in place.","Veuillez préciser les raisons pour lesquelles les incidences de la décision sont telles qu'elles ont été définies, de même que les risques recensés et les mesures d'atténuation mises en place.",,
104,1.0.0,impact15,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,dropdown,N,,4,4,"The impacts that the decision could have on the ongoing sustainability of an environmental ecosystem, may be:",Les incidences de la décision sur la pérennité d'un écosystème environnemental pourraient être les suivants :,,
105,1.0.0,impact16,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,,0,0,"Describe why the impacts resulting from the decision are as selected, including potential risks identified and mitigations in place.","Veuillez préciser les raisons pour lesquelles les incidences de la décision sont telles qu'elles ont été définies, de même que les risques recensés et les mesures d'atténuation mises en place.",,
106,1.0.0,impact18,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,radiogroup,N,,6,3,"Have you assessed system performance for clients with a range of personal and intersectional identity factors (for example, gender, age, race, language, ethnicity, disability) to verify that decisions and outcomes are fair for a diverse group of people, and have the identified disparities been addressed?","Avez-vous évalué le rendement du système pour les personnes ayant plusieurs facteurs d’identité personnels et intersectionnels (par exemple, le genre, l’âge, la race, la langue, l’origine ethnique ou le handicap) afin de vous assurer que les décisions et les incidences sont équitables pour un groupe diversifié de personnes, et les disparités relevées ont-elles été corrigées?",,
107,1.0.0,impact18A,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,"{impact18} = ""item1-3""",0,0,Describe why system performance has not been assessed for clients with a range of personal and intersectional identity factors and what mitigations are in place.,Expliquez pourquoi le rendement du système n’a pas été évalué pour les personnes ayant plusieurs facteurs d’identité personnels et intersectionnels et quelles mesures d’atténuation sont en place.,,
108,1.0.0,impact18B,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,"{impact18} = ""item2-0""",0,0,Describe your approach to assessing system performance.,Décrivez l’approche que vous avez adoptée pour évaluer le rendement du système.,,
109,1.0.0,impact18C,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,"{impact18} = ""item3-2"" or {impact18} = ""item4-2"" or {impact18} = ""item5-1"" or {impact18} = ""item6-3""",0,0,"Describe your approach to assessing system performance, the difference in system performance identified and any mitigation measures that have been taken.","Décrivez l’approche que vous avez adoptée pour évaluer le rendement du système, les différences de rendement du système observées et les mesures d’atténuation qui ont été prises à cet égard.",,
110,1.0.0,impact19I,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,radiogroup,N,,2,1,Have you tested system performance for clients with a variety of different disabilities?,Avez-vous testé le rendement du système auprès de personnes ayant divers handicaps?,,
111,1.0.0,impact19IY,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,"{impact19I} = ""item1-0""",0,0,Describe any differences in system performance identified and mitigations in place to address them.,"Si oui, décrivez les écarts de rendement constatés et les mesures d'atténuation mises en place pour y remédier.",,
112,1.0.0,impact19IN,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,"{impact19I} = ""item2-1""",0,0,Describe why system performance has not been assessed across a variety of disabilities.,"Si non, décrivez les raisons pour lesquelles le rendement du système n'a pas été évalué auprès de personnes ayant divers handicaps.",,
113,1.0.0,impact23,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,radiogroup,N,,2,1,Are there clients or groups of clients that will experience the most significant negative impacts from the system being used?,Les incidences des écarts de rendement que vous avez décrites préalablement seront-elles plus importantes pour certaines personnes ou certains groupes de personnes?,,
114,1.0.0,impact23Y,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,"{impact23} = ""item1-1""",0,0,Describe,Veuillez expliquer votre réponse.,,
115,1.0.0,impact23N,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,"{impact23} = ""item2-0""",0,0,Describe,Veuillez expliquer votre réponse.,,
116,1.0.0,impact26,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,dropdown,N,,6,0,What proportion of clients will the system be applied to?,Quelle proportion de la clientèle sera prise en charge par le système?,,
117,1.0.0,impact26U,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,"{impact26} = ""item6-0""",0,0,Describe why the proportion of clients subject to use of tool is unknown.,Veuillez expliquer la raison pour laquelle la proportion de la clientèle prise en charge par le système est inconnue.,,
118,1.0.0,impact27,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,radiogroup,N,"{impact26} = ""item1-0"" or {impact26} = ""item2-0"" or {impact26} = ""item3-0"" or {impact26} = ""item4-0""",2,1,Could not being subject to the use of the tool have a negative impact on an individual or groups of individuals?,Les personnes ou les groupes de personnes qui ne seront pas pris en charge par le système seront-elles pénalisées?,,
119,1.0.0,impact27YN,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,"({impact26} = ""item1-0"" or {impact26} = ""item2-0"" or {impact26} = ""item3-0"" or {impact26} = ""item4-0"") and ({impact27} = ""item1-1"" or {impact27} = ""item2-0"")",0,0,Describe,Veuillez expliquer votre réponse.,,
120,1.0.0,impact28,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,dropdown,N,,4,4,The impact of individuals being wrongfully included or overlooked by the system could be:,L'incidence sur les personnes qui ont été indûment prises en charge ou exclues par le système pourrait être :,,
121,1.0.0,impact28A,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,,0,0,Describe why the impact of being wrongfully included or overlooked by the system is as selected.,Expliquez pourquoi l'incidence d'une erreur quant à la prise en charge ou à l'exclusion d'une personne par le système est telle que vous l'avez mentionnée.,,
122,1.0.0,aboutDataSource1,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,radiogroup,N,,2,2,Will the system use personal information as input data?,Les données saisies dans le système comprendront-elles des renseignements personnels?,,
123,1.0.0,aboutDataSource9,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,radiogroup,N,"{aboutDataSource1} = ""item1-2""",2,2,Have you verified that the collection of personal information is limited to only what is directly related to a program or activity of your institution?,Avez-vous vérifié si les renseignements personnels recueillis se limitent à ceux qui sont directement liés à un programme ou à une activité de votre organisation?,,
124,1.0.0,aboutDataSource10,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,radiogroup,N,"{aboutDataSource1} = ""item1-2""",2,2,Is the personal information of individuals used in a decision-making process that affects those individuals?,Les renseignements personnels recueillis auprès des personnes seront-ils utilisés dans le cadre d'un processus décisionnel qui aura une incidence sur elles?,,
125,1.0.0,aboutDataSource11,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,radiogroup,N,"{aboutDataSource1} = ""item1-2""",2,1,Have you verified whether the system is using personal information in a way that is consistent with: (a) the current personal information banks (PIBs) and privacy impact assessments (PIAs) of your programs or (b) planned or implemented modifications to the PIBs or PIAs that take new uses and processes into account?,Avez-vous vérifié si le système utilise les renseignements personnels d'une manière qui est compatible avec : a) les fichiers de renseignements personnels (FRP) et les évaluations des facteurs relatifs à la vie privée (EFVP) de vos programmes; b) les modifications prévues ou apportées aux FRP ou aux EFVP qui tiennent compte des nouveaux usages et processus?,,
126,1.0.0,aboutDataSource12,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,text,N,"{aboutDataSource1} = ""item1-2""",0,0,List relevant PIB numbers.,Veuillez indiquer le numéro des FRP pertinents.,,
127,1.0.0,aboutDataSource14,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,checkbox,N,"{aboutDataSource1} = ""item1-2""",6,9,Will the personal information be shared (check all that apply),Les renseignements personnels recueillis seront-ils communiqués? (Cochez toutes les réponses qui s'appliquent):,,
128,1.0.0,aboutDataSource14A,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,comment,N,"{aboutDataSource1} = ""item1-2"" and {aboutDataSource14} contains ""item6-1""",0,0,Please specify,Précisez,,
129,1.0.0,aboutDataSource15,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,radiogroup,N,,3,2,Is the training and testing data for the system representative of the clients being served? ,Les données utilisées aux fins de l'apprentissage du système et des essais réalisés sur celui-ci cadrent-elles avec la clientèle desservie?  ,,
130,1.0.0,aboutDataSource15Y,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,comment,N,"{aboutDataSource15} = ""item1-0""",0,0,Describe how you have assessed that data was representative. ,Veuillez préciser les mesures que vous avez prises pour vérifier que les données cadrent bien avec celle-ci. ,,
131,1.0.0,aboutDataSource15N,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,comment,N,"{aboutDataSource15} = ""item2-2""",0,0,Explain why the data is not representative and indicate how this has or will be managed.    ,Veuillez expliquer les raisons pour lesquelles les données ne cadrent pas avec celle-ci et indiquez les mesures prises pour y remédier ou celles qui seront prises. ,,
132,1.0.0,aboutDataSource15U,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,comment,N,"{aboutDataSource15} = ""item3-1""",0,0,Explain why you are unsure whether the data is representative.  ,Veuillez expliquer les raisons pour lesquelles vous n'êtes pas en mesure de confirmer que les données cadrent avec celle-ci. ,,
133,1.0.0,aboutDataSource16,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,radiogroup,N,,3,2,Are there biases in the training data that could increase the likelihood of discriminatory outcomes or lead to other impacts on human rights? ,Les données d'apprentissage comportent-elles des biais susceptibles d'accroître le risque de discrimination ou de toute autre répercussion sur les droits de la personne? ,,
134,1.0.0,aboutDataSource16Y,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,comment,N,"{aboutDataSource16} = ""item1-2""",0,0,Explain the biases identified and any mitigations to address this. ,Veuillez expliquer les biais constatés et les mesures d'atténuation prises pour y remédier.   ,,
