submission_id,system_id,catalog_version,field_name,question_uid,point_type,points,answer_value_raw,option_index,answer_text_en,answer_text_fr,is_free_text,translation_source,mapped
2-1,2,0.10.0,projectDetailsDescription,6,none,0,"""This project seeks to streamline the eligibility assessment for post-graduate work permits (PGWP) and other in-Canada work permit applications in order to help IRCC decision makers process applications more efficiently. This will be achieved by implementing two tools, one for PGWP and one for other work permit extensions. Given the similarity between these tools, this AIA covers both. Each tool identifies routine applications for streamlined processing and sorts applications into tiers based on their level of complexity. When an application is deemed routine for streamlined processing, the tools can determine only that an applicant is eligible. More complex applications are assigned to officers for regular manual processing and decision, as before. For routine applications, the tools can only make positive eligibility determinations; they cannot make any ineligibility determinations, nor recommend ineligibility. The tools do not assess applications for admissibility, although known admissibility concerns form part of the triage criteria to ensure that complex applications are triaged immediately to officers having the requisite expertise to conduct the assessment. 

All admissibility assessments continue to be performed by officers, who are required to review all relevant file information in processing applications, including the information provided in additional documents. Officers make the final decision on all applications. 

Each application continues to receive an individualized assessment. 

No artificial intelligence or machine learning was used to build these tools. They rely entirely on rules created by IRCC staff based on program eligibility and admissibility criteria.

Officers are trained to not let the triage results influence their decisions. Additionally, the user manual explicitly states that the triage bins are administrative groupings to facilitate processing and that they provide no guidance whatsoever on client risk level. These measures mitigate the risk that officers could be unduly influenced by the tools' outputs (also known as “automation bias”).  

An ongoing quality assurance process has been implemented to monitor whether officers make the same positive eligibility determinations as the tools. This process ensures that biases have not been introduced by the tools.

As a further safeguard, the rules in both tools undergo an extensive review process. Before they are introduced, and at regular intervals afterward, rules are reviewed by experienced officers, legal, policy, and data science experts, as well as senior executives to ensure they are logical, understandable, non-discriminatory and aligned with established eligibility criteria. Regular monitoring and quality assurance measures also help make sure the tools perform as intended and that any unforeseen negative impacts such as bias or discrimination can be identified early and mitigated.

The rules may not be disclosed to the public to safeguard the integrity of the immigration system. ""
",,"""This project seeks to streamline the eligibility assessment for post-graduate work permits (PGWP) and other in-Canada work permit applications in order to help IRCC decision makers process applications more efficiently. This will be achieved by implementing two tools, one for PGWP and one for other work permit extensions. Given the similarity between these tools, this AIA covers both. Each tool identifies routine applications for streamlined processing and sorts applications into tiers based on their level of complexity. When an application is deemed routine for streamlined processing, the tools can determine only that an applicant is eligible. More complex applications are assigned to officers for regular manual processing and decision, as before. For routine applications, the tools can only make positive eligibility determinations; they cannot make any ineligibility determinations, nor recommend ineligibility. The tools do not assess applications for admissibility, although known admissibility concerns form part of the triage criteria to ensure that complex applications are triaged immediately to officers having the requisite expertise to conduct the assessment. 

All admissibility assessments continue to be performed by officers, who are required to review all relevant file information in processing applications, including the information provided in additional documents. Officers make the final decision on all applications. 

Each application continues to receive an individualized assessment. 

No artificial intelligence or machine learning was used to build these tools. They rely entirely on rules created by IRCC staff based on program eligibility and admissibility criteria.

Officers are trained to not let the triage results influence their decisions. Additionally, the user manual explicitly states that the triage bins are administrative groupings to facilitate processing and that they provide no guidance whatsoever on client risk level. These measures mitigate the risk that officers could be unduly influenced by the tools' outputs (also known as “automation bias”).  

An ongoing quality assurance process has been implemented to monitor whether officers make the same positive eligibility determinations as the tools. This process ensures that biases have not been introduced by the tools.

As a further safeguard, the rules in both tools undergo an extensive review process. Before they are introduced, and at regular intervals afterward, rules are reviewed by experienced officers, legal, policy, and data science experts, as well as senior executives to ensure they are logical, understandable, non-discriminatory and aligned with established eligibility criteria. Regular monitoring and quality assurance measures also help make sure the tools perform as intended and that any unforeseen negative impacts such as bias or discrimination can be identified early and mitigated.

The rules may not be disclosed to the public to safeguard the integrity of the immigration system. ""
","""Ce projet a pour but de simplifier l’évaluation de la recevabilité des demandes de permis de travail postdiplôme (PTPD) et des autres demandes de permis de travail au Canada afin d’aider les décideurs d’IRCC à traiter les demandes de manière plus efficace. Pour ce faire, deux outils seront mis en oeuvre, l’un pour les PTPD et l’autre pour les autres prolongations de permis de travail. Étant donné la similitude de ces outils, cette EIA s’applique aux deux. Chaque outil identifie les demandes ordinaires qui feront l’objet d’un traitement simplifié et trie les demandes dans des bacs, selon leur niveau de complexité. Lorsqu’une demande est considérée comme une demande ordinaire pour un traitement simplifié, les outils peuvent uniquement déterminer que le demandeur est recevable. Les demandes plus complexes sont confiées à des agents qui les traitent manuellement et prennent une décision, comme auparavant. Dans le cas des demandes ordinaires, les outils peuvent seulement arriver à une détermination positive de la recevabilité; ils ne peuvent pas en déterminer l’irrecevabilité ni la recommander. Les outils n’évaluent pas l'interdiction de territoire, mais les problèmes connus d'interdiction de territoire font partie des critères de triage pour s’assurer que les demandes complexes sont immédiatement triées aux agents ayant l’expertise requise pour effectuer l’évaluation.

Toutes les évaluations d'interdiction de territoire continuent d’être effectuées par les agents, qui sont tenus d’examiner tous les renseignements pertinents du dossier lors du traitement des demandes, y compris les renseignements fournis dans les documents supplémentaires. Les agents prennent la décision définitive concernant toutes les demandes.

Chaque demande continue de faire l’objet d’une évaluation individualisée.

Aucune intelligence artificielle ni apprentissage automatique n’ont été utilisés pour bâtir ces outils. Ils reposent entièrement sur des règles créées par le personnel d’IRCC en fonction des critères de recevabilité et d'interdiction de territoire du programme.

Les agents sont formés afin de ne pas laisser les résultats du triage influencer leurs décisions. En outre, le guide de l'utilisateur énonce de manière explicite que les bacs de triage constituent des groupements administratifs afin de faciliter le traitement et qu'ils ne fournissent aucune indication du niveau de risque du client. Ces mesures atténuent le risque que les agents soient indûment influencés par les résultats des outils (ce que l’on appelle le « biais d’automatisation »).

Un processus continu d’assurance de la qualité a été mis en place pour vérifier si les agents prennent les mêmes décisions favorables concernant la recevabilité que les outils. Ce processus garantit que les outils n’introduisent
pas de biais.

Comme garantie supplémentaire, les règles des deux outils font l’objet d’un processus d’examen approfondi. Avant leur mise en oeuvre, et à intervalles réguliers par la suite, les règles sont examinées par des agents expérimentés, des experts dans les domaines du droit, des politiques et de la science des données, ainsi que par des cadres supérieurs, afin de s’assurer qu’elles sont logiques, compréhensibles, non discriminatoires et harmonisées avec les critères de recevabilité établis. Une surveillance régulière et des mesures d’assurance de la qualité aident également à veiller à ce que les outils fonctionnent comme prévu, ainsi qu’à détecter rapidement et à atténuer toute répercussion négative imprévue, comme les biais ou la discrimination.

Les règles ne peuvent être divulguées au public afin de préserver l’intégrité du système d’immigration. """,Y,submitted_translation,Y
2-1,2,0.10.0,businessDrivers1,7,raw,0,"[""item1"", ""item5"", ""item6""]",0;4;5,Existing backlog of work or cases;Use innovative approaches;Other (please specify),Arriéré de travail ou de cas existant;Utilisation d'approches novatrices;Autre (veuillez préciser),N,catalog,Y
2-1,2,0.10.0,motivation-other,8,raw,0,"Facilitate more efficient use of IRCC resources in the processing of applications, assist in managing the growing volume of applications, and improve processing times.",,"Facilitate more efficient use of IRCC resources in the processing of applications, assist in managing the growing volume of applications, and improve processing times.","Faciliter une utilisation plus efficace des ressources d’IRCC dans le traitement des demandes, aider à gérer le volume croissant de demandes, améliorer les délais de traitement.",Y,submitted_translation,Y
2-1,2,0.10.0,riskProfile1,52,raw,3,item1-3,0,Yes,Oui,N,catalog,Y
2-1,2,0.10.0,riskProfile2,53,raw,0,item2-0,1,No,Non,N,catalog,Y
2-1,2,0.10.0,riskProfile3,54,raw,4,item1-4,0,Yes,Oui,N,catalog,Y
2-1,2,0.10.0,riskProfile4,55,raw,0,item2-0,1,No,Non,N,catalog,Y
2-1,2,0.10.0,projectAuthority1,56,raw,0,item2-0,1,No,Non,N,catalog,Y
2-1,2,0.10.0,aboutSystem1,9,none,0,"[""item5""]",4,"Process optimization and workflow automation: Analyzing large data sets to identify and anomalies, cluster patterns, predict outcomes or ways to optimize; and automate specific workflows","Optimisation des processus et automatisation des flux de travail: Analyser de vastes jeux de données pour déterminer et corriger les anomalies, les modèles de grappes, prévoir les résultats ou les façons d'optimiser; et d'automatiser des flux de travail spécifique.",N,catalog,Y
2-1,2,0.10.0,aboutAlgorithm1,57,raw,0,item2-0,1,No,Non,N,catalog,Y
2-1,2,0.10.0,aboutAlgorithm2,58,raw,0,item2-0,1,No,Non,N,catalog,Y
2-1,2,0.10.0,decisionSector1,11,raw,1,"[""item6-1""]",6,Other (please specify),Autre (veuillez préciser),N,catalog,Y
2-1,2,0.10.0,decisionSector2,8,raw,0,Immigration services,,Immigration services,Services d'immigration,Y,submitted_translation,Y
2-1,2,0.10.0,impact1,,unknown,0,item2-0,,,,N,,N
2-1,2,0.10.0,impact2,,unknown,3,item1-3,,,,N,,N
2-1,2,0.10.0,impact3,47,raw,4,item1-4,0,Yes,Oui,N,catalog,Y
2-1,2,0.10.0,impact5,14,raw,4,item1-4,0,Yes,Oui,N,catalog,Y
2-1,2,0.10.0,impact6,15,raw,1,item1-1,0,Reversible,Réversible,N,catalog,Y
2-1,2,0.10.0,impact7,16,raw,2,item2-2,1,"Some impacts may last a matter of months, but some lingering impacts may last longer",Certaines incidences peuvent durer quelques mois ou plus longtemps.,N,catalog,Y
2-1,2,0.10.0,impact8,17,raw,0,"Clients whose application is refused have 90 days to re-apply. Additionally, the refused applicant has recourse through Judicial Review in the Federal Court.  IRCC approves many clients with prior refusals. The impact of most refusals is not perpetual. However, it should be noted that the tools will only automate approvals of eligibility, they will not make nor recommend any decisions on ineligibility. Consequently, the tools themselves does not cause negative impacts.",,"Clients whose application is refused have 90 days to re-apply. Additionally, the refused applicant has recourse through Judicial Review in the Federal Court.  IRCC approves many clients with prior refusals. The impact of most refusals is not perpetual. However, it should be noted that the tools will only automate approvals of eligibility, they will not make nor recommend any decisions on ineligibility. Consequently, the tools themselves does not cause negative impacts.","Les clients dont la demande est refusée disposent de 90 jours pour présenter une nouvelle demande. De plus, le demandeur dont la demande a été refusée dispose d’un recours en contrôle judiciaire devant la Cour fédérale. IRCC approuve les demandes de nombreux clients ayant des refus antérieurs. L’incidence de la plupart des refus n’est pas permanente. Il convient toutefois de prendre note que les outils ne feront qu’automatiser l’approbation de la recevabilité; ils ne prendront ni ne recommanderont aucune décision d’irrecevabilité. Par conséquent, les outils eux-mêmes n’ont pas d’incidence négative.",Y,submitted_translation,Y
